Time,Transaction_Amount_Ratio,Transaction_Frequency,Merchant_Risk_Score,Customer_Risk_Score,Account_Age_Months,Device_Trust_Score,Location_Risk_Score,Transaction_Velocity,Cardholder_Behavior_Score,Fraud_Risk_Index,Amount,Class
15440,-2.9,3.519,-1.701,1.008,1.575,4.828,2.932,2.386,-1.385,3.473,2462.14,0
118372,4.945,-4.871,0.698,0.489,4.338,-0.309,-1.071,0.664,2.365,-0.585,1763.93,0
61187,0.582,-1.489,-0.703,-2.756,3.871,3.223,1.976,2.881,-0.459,1.643,2883.99,0
32898,-1.044,2.241,-3.754,-1.51,3.752,-1.829,-4.453,-4.86,-3.329,-2.125,2720.46,0
65115,3.55,-1.068,-2.505,0.608,-1.844,-4.96,-4.92,-3.339,4.921,4.325,1403.53,0
96369,1.547,-3.752,4.181,0.037,-4.374,-0.111,-2.86,-0.71,-4.463,-2.38,2519.04,0
163925,-1.093,0.359,-2.065,0.102,-1.335,-2.725,2.19,2.807,-2.014,-1.951,4094.77,0
117375,-3.423,4.564,2.841,4.983,4.712,0.041,-4.312,1.971,-1.036,-1.751,2404.28,0
125188,1.352,-0.883,4.914,-1.652,-4.431,-1.547,-2.242,2.458,-0.853,2.769,1395.09,0
148927,2.601,2.695,0.448,4.157,-2.575,-4.411,3.762,3.458,-4.469,3.595,3049.56,0
86284,0.089,3.418,3.264,-2.5,-3.786,-3.077,3.951,2.187,-2.45,2.672,433.95,0
99882,-4.797,0.273,-0.178,-0.123,2.73,-0.829,3.89,-4.617,-1.629,-3.329,1322.01,0
80569,2.45,4.588,-4.176,1.343,-3.475,1.42,1.69,-3.014,-4.262,4.345,1249.72,0
64510,-1.115,-0.918,4.395,-1.543,4.393,4.587,4.451,3.167,0.199,2.725,3095.91,0
30429,-4.401,4.278,-4.187,-1.565,0.486,-1.656,-0.038,1.88,-4.948,-0.512,3198.19,0
88893,1.006,-2.984,1.004,3.648,1.469,0.009,-3.471,-1.665,-1.763,-2.676,1662.55,0
160343,2.352,-3.956,-0.056,-0.338,1.908,-2.481,-1.293,-1.03,3.501,-0.518,3160.06,0
57139,-2.084,-0.988,2.384,3.048,3.814,-3.953,-4.227,1.821,-0.351,4.126,475.3,0
1731,-3.307,-4.736,-3.877,4.566,-3.211,0.229,-4.194,-3.177,4.534,-0.853,369.61,0
152168,1.261,0.015,-3.372,-3.763,-3.666,0.327,-2.455,2.072,-0.249,0.501,4207.35,0
100247,4.407,-2.879,4.504,0.571,0.26,4.376,-2.635,-2.675,-0.581,-3.071,1770.53,0
117805,-1.212,2.14,2.519,-2.22,-0.744,-4.586,4.401,2.208,-2.579,2.811,2017.57,0
159013,3.809,3.149,-1.864,3.46,-1.385,3.571,-3.14,3.785,3.149,-3.805,1196.61,1
161493,-1.026,-2.172,0.681,0.029,1.242,2.954,-3.484,-2.51,-4.152,0.194,4333.34,0
3558,-2.258,2.213,-3.757,3.921,-1.219,1.141,-2.228,1.09,1.328,4.438,2326.77,0
104404,-3.795,0.823,2.465,2.575,-2.578,-1.893,-4.87,-0.775,3.424,-2.164,4088.58,0
103789,4.3,0.549,4.665,0.937,-2.919,4.04,2.312,0.601,-3.703,3.507,1015.33,0
125326,-1.561,-3.6,-3.498,-1.851,2.352,-2.029,-2.666,2.862,-3.229,-2.476,265.45,0
41952,1.507,4.742,-3.604,3.09,-3.689,1.027,-2.547,4.5,0.404,-4.702,1483.79,0
172004,-0.089,1.315,3.728,-4.775,-3.592,2.316,0.953,-4.408,1.161,3.188,885.7,0
131348,-4.481,-0.216,-0.288,-4.891,-0.541,2.276,0.414,2.001,1.83,-1.675,4511.38,0
129593,1.693,-4.617,0.115,-1.064,-3.574,-4.356,2.914,-2.818,2.412,3.983,1488.65,0
125509,4.484,-4.738,4.351,-4.238,-3.445,-3.343,-3.12,-0.066,1.971,1.665,2129.36,0
140596,-0.744,4.995,-0.958,0.878,-2.647,-3.063,0.334,-1.178,3.243,-2.861,4472.11,0
35221,4.083,4.832,-2.683,2.268,3.92,-3.253,-2.306,-3.127,-4.381,1.548,4816.52,0
98143,1.566,-2.539,-1.703,2.724,0.196,0.402,-2.84,4.611,4.55,-4.547,4255.62,0
112862,0.018,0.526,-4.706,-0.241,0.631,-0.362,3.284,-0.023,-4.291,3.066,1247.62,0
53165,-4.923,-2.011,1.177,0.059,-0.078,2.953,-0.387,4.867,-0.093,-4.448,3182.15,0
41146,-3.038,-0.664,1.956,0.325,0.816,-3.842,1.371,-3.818,0.57,1.379,3844.85,0
67424,-4.193,0.723,-1.278,-0.828,1.359,-1.759,-0.216,1.462,2.677,1.164,1025.77,0
127699,-0.645,1.667,-0.706,1.554,-0.927,3.832,1.089,-1.044,3.027,-4.672,3287.87,0
123860,-4.563,0.324,2.365,1.625,0.222,-3.032,-2.479,0.859,-2.738,0.326,4778.95,0
59963,-1.903,-4.396,3.926,-0.99,0.128,0.913,-4.333,-0.653,4.975,2.607,3769.73,0
104190,2.187,-4.567,-4.657,2.13,2.974,-1.37,-0.519,-0.618,-0.963,0.397,6.49,0
47795,4.955,-1.839,-2.867,3.243,3.283,2.833,0.189,0.945,3.918,-4.493,4247.53,0
24011,-1.689,3.277,2.896,2.427,-2.654,-0.215,-3.699,1.476,-3.056,-0.655,1386.17,0
18669,-3.222,-4.547,3.229,-3.744,-1.188,1.641,-1.218,3.499,2.05,-4.513,2897.71,0
86290,2.301,-0.288,3.632,0.121,-1.907,-3.008,3.584,-2.372,2.207,-1.378,1003.95,0
5515,-4.195,-2.436,1.049,1.917,4.094,2.394,-0.882,-3.698,-4.364,0.958,1295.66,0
115535,4.653,4.271,2.017,0.19,-1.308,-1.257,-4.249,0.007,4.794,-3.491,4174.36,0
129806,2.577,-1.954,-0.362,-0.445,0.018,4.889,-4.483,0.736,3.255,1.219,?,0
69657,2.945,-3.072,-0.531,-3.62,0.269,-2.377,-2.292,-2.841,-2.127,4.853,1661.94,0
117265,3.756,3.205,-0.489,1.266,-3.029,1.977,-2.71,-2.754,4.873,-1.723,2425.25,0
45838,1.943,-0.502,0.75,-3.17,-1.431,-1.831,-1.447,-4.633,1.721,3.86,3754.62,0
25636,1.52,3.511,-3.04,1.618,3.089,-3.588,-2.596,1.877,-1.532,1.615,999.04,0
24239,-0.133,4.384,-3.154,-0.627,-2.566,-4.593,-1.347,-3.252,0.479,1.506,3211.28,0
152246,,1.352,-0.349,-2.339,4.266,-4.542,0.922,-0.599,4.311,-2.318,1542.52,0
77819,-2.436,0.544,-3.437,2.267,0.555,2.324,-1.598,-3.63,2.276,-2.216,3198.4,0
37368,3.544,-2.546,-4.039,-1.141,-0.392,-3.763,-4.019,-4.078,4.271,3.179,521.35,0
106884,-0.37,3.335,-2.962,-0.976,-3.832,-4.733,2.979,0.991,-0.041,-2.325,4255.05,0
40307,1.671,1.692,0.642,3.438,1.441,-3.313,1.363,0.318,-2.444,-2.48,2173.49,0
101195,-3.763,-4.493,4.653,0.375,1.569,-2.461,-0.175,1.791,-0.005,2.665,3428.42,0
96518,-3.924,-0.158,3.173,-1.034,-3.312,-0.145,1.653,-4.974,-4.595,2.724,1814.09,0
33213,-1.445,-1.695,-0.248,-2.333,0.582,1.892,3.446,-0.633,1.351,3.534,852.43,0
154053,-3.312,-3.858,-3.039,4.492,-2.46,0.005,-4.947,0.925,-3.111,-0.562,140.18,0
156054,-4.583,4.654,2.325,4.845,1.744,3.234,1.963,-4.035,1.496,-4.102,1395.35,0
127997,0.543,-4.823,-0.214,-2.658,-0.64,0.054,0.695,-4.591,-0.601,0.64,2735.91,0
37588,-3.002,-2.899,4.153,2.516,4.221,-2.616,0.337,2.711,-3.145,4.147,1924.3,0
113295,-0.337,-3.527,-0.417,-3.546,4.651,-0.798,1.01,4.818,0.427,4.53,1985.86,0
105909,-1.559,0.009,1.276,-0.061,2.218,3.56,-1.798,-2.885,0.932,4.231,2874.78,0
128321,-2.105,2.108,-1.128,3.456,4.695,-0.665,-2.643,-4.209,-2.407,-2.422,647.56,0
146682,4.685,-0.786,4.862,-0.586,-1.996,-0.1,1.676,4.797,-4.325,0.389,3021.97,0
112148,-1.896,2.037,4.915,3.11,0.665,-0.451,-4.688,4.639,-2.208,-3.965,4321.73,0
102047,3.456,1.345,-2.916,-0.182,2.731,0.118,-4.022,-3.04,-0.582,-2.88,1271.04,0
155924,-1.815,-1.931,4.134,0,2.76,-3.461,0.123,-4.737,-4.352,3.976,2290.93,0
159154,1.248,0.745,-1.504,1.372,0.066,-3.999,-4.144,3.419,0.105,-2.27,1768.54,0
121382,0.448,2.226,1.436,0.382,-1.405,4.32,-0.948,-2.367,2.812,-0.87,3490.85,0
138873,-1.412,-1.961,-3.527,3.978,-4.327,-4.812,3.547,-4.877,-1.446,-0.065,3411.29,0
96155,-3.723,-2.592,4.5,-1.329,-3.971,2.955,-1.661,4.916,3.969,-2.224,4285.2,0
44689,2.379,1.684,3.874,3.248,-3.767,-0.409,-4.006,0.961,-0.199,3.037,3574.93,0
81759,-0.279,4.46,2.005,-2.852,-0.246,-4.232,-1.353,0.833,-4.443,-1.974,4972.14,0
76827,3.852,error,-1.694,-0.125,-1.357,0.975,1.901,3.243,-3.472,-4.342,1565.31,0
3581,-0.288,0.384,-0.743,4.273,-4.683,0.085,-0.71,-4.877,4.951,4.655,4723.48,0
51435,-4.22,1.187,3.919,0.194,-4.152,0.963,-1.604,3.047,4.34,-0.821,2745.86,0
67148,3.007,-0.76,2.54,-2.294,0.883,2.513,-2.642,4.848,-0.733,0.88,861.52,0
161740,0.708,0.766,-0.771,4.166,2.792,-3.945,2.677,-2.877,4.518,0.082,3253.11,1
92962,-1.916,-3.981,1.443,-1.212,-0.583,-2.795,-0.511,3.932,-1.456,0.371,20.69,0
121104,0.888,-0.585,0.665,4.019,4.018,-0.492,4.843,0.804,3.333,1.555,2307.67,0
111791,-0.198,3.147,0.874,-3.573,3.783,-0.971,-0.318,-4.675,-1.704,-0.775,3276.32,0
132299,0.634,-1.05,1.788,-3.943,-3.649,1.787,0.962,-0.237,-0.163,4.372,2837.54,0
84851,-0.94,0.794,-3.881,-1.308,2.747,-2.695,-4.637,-3.963,-0.707,1.64,1839.86,0
172438,-3.245,-0.653,1.163,-3.301,3.681,-2.015,3.144,-2.012,-0.811,-3.627,1958.43,0
163027,2.162,-2.081,-4.88,-2.522,2.312,-3.481,4.616,3.126,3.179,-2.404,3718.84,0
124277,-0.524,2.782,-4.845,-0.155,-1.686,-2.711,3.418,-4.532,-4.356,4.708,637.54,0
71470,0.328,-1.102,0.549,-2.498,2.187,2.758,1.651,3.605,2.281,0.999,3743.63,0
43127,0.251,-4.515,3.455,1.19,2.86,0.401,2.071,0.186,-1.885,-4.841,4574.71,0
129655,1.577,-1.708,-4.205,3.578,-4.391,3.415,-1.471,3.782,-0.1,3.911,2753.42,0
153604,2.445,-2.067,2.544,-1.419,-4.26,-0.16,-4.347,3.079,1.287,-1.554,2243.7,0
13793,-1.688,1.512,3.114,-1.452,3.959,-0.727,2.989,2.155,-3.289,1.242,3329.39,0
61734,,-4.79,-1.126,-1.605,0.028,0.823,3.896,-4.83,-3.308,-0.039,1607,0
49403,3.636,-0.557,-2.027,1.232,4.352,3.895,-0.088,-1.53,2.543,2.427,96.46,0
155238,-2.095,-1.103,4.293,0.311,1.221,3.92,4.83,2.962,2.907,3.55,3273.43,0
2176,-3.326,1.039,-4.263,2.373,-3.426,-0.209,1.399,1.134,-3.532,-4.204,419.32,0
51628,0.694,4.45,3.993,-1.942,2.175,2.417,-0.775,0.425,-1.907,4.265,490.58,0
129350,-0.813,3.812,1.285,1.781,-4.454,-3.649,-3.527,2.498,3.437,1.464,1936.41,0
112142,4.114,-3.32,-4.028,0.303,-3.29,3.238,1.335,0.747,1.308,0.26,4072.92,0
112059,3.27,1.887,3.597,2.912,4.795,-4.69,-4.04,3.984,2.227,-2.699,268.75,0
82748,3.375,4.299,-1.883,0.372,1.97,-4.489,4.415,0.49,-3.89,-1.814,402.83,0
145119,-4.299,1.818,-4.788,1.347,2.236,-0.757,0.489,-2.477,0.895,-4.524,4069.89,0
94781,3.739,4.11,3.941,-3.176,-3.922,3.682,0.67,-0.002,0.882,4.715,2416.91,0
3281,1.911,0.007,4.297,2.92,4.764,-0.847,-4.658,0.273,-4.093,-0.92,2044.11,0
72685,1.931,1.044,4.369,1.213,-1.582,3.891,3.493,-4.107,1.316,1.009,4724.75,0
117553,3.855,-3.668,4.665,-2.746,-2.974,-4.156,-1.249,0.716,-0.935,3.643,1680.32,0
84510,2.864,0.661,-3.645,4.05,-2.235,1.56,-4.683,3.777,1.493,-0.857,2500.22,0
49280,1.77,3.201,4.076,-3.748,4.396,-3.622,-4.657,0.497,4.319,-0.112,4513.15,0
56171,2.65,4.434,0.516,4.532,3.932,1.113,-0.942,3.706,1.712,1.986,?,0
145124,-1.668,-2.829,-2.292,0.189,0.063,3.009,-1.892,-1.167,1.434,4.676,2524.33,0
29791,4.903,-4.874,-1.526,1.708,-4.328,4.357,0.315,3.265,0.801,-2.867,489.56,0
170660,-2.974,0.276,-3.942,1.295,1.492,-4.146,-4.148,-2.258,-0.048,-2.936,1017.44,0
142615,-4.945,2.432,0.359,-2.507,-1.109,-2.713,4.158,-2.786,2.312,-0.55,1342.75,0
170884,-1.463,-4.714,-3.913,-0.97,3.396,-1.141,0.712,3.789,4.685,3.572,2924.06,0
126743,3.739,-0.213,2.89,-3.089,-3.022,-3.237,-3.52,3.875,-1.477,-4.969,2068.95,0
6209,2.978,-3.765,3.732,2.412,-3.777,2.524,4.045,-1.138,-0.267,1.329,2544.73,0
89005,2.79,1.887,2.877,3.621,-1.912,-3.614,-4.84,-0.302,0.505,-3.352,1281.16,0
104574,1.869,-2.148,0.247,0.812,-1.837,1.996,3.116,-3.606,-1.759,-3.902,1729.55,0
146336,2.447,2.015,-1.223,2.641,-2.98,-3.383,-0.089,2.38,-3.471,2.629,2475.33,0
79954,-3.909,-1.159,0.815,-1.45,2.191,3.826,-2.763,3.813,0.432,1.682,601.11,1
35867,-3.131,4.108,4.073,-0.559,4.087,0.628,0.645,1.972,2.703,4.302,4106.27,0
3014,3.569,-3.924,-2.231,4.954,4.464,3.051,-3.241,0.921,1.843,4.386,2244.27,0
41267,2.466,-3.413,-0.209,4.088,3.258,-0.906,4.009,0.745,0.168,-0.955,1100.23,0
95174,1.401,1.771,3.514,0.97,1.955,0.118,-4.723,-2.613,1.118,-1.572,4291.8,1
100998,1.52,3.151,1.326,-4.129,-4.153,-1.21,-2.209,1.106,-2.567,2.323,4160.46,0
8589,-4.138,-3.975,2.077,4.78,-0.232,-1.786,4.345,-4.351,-0.829,2.046,1659.63,0
109729,4.364,3.789,1.147,4.811,1.596,-3.027,-3.625,-4.651,-4.126,3.906,4464.19,0
35425,2.321,-1.099,-2.584,-0.188,2.816,0.12,3.993,-2.185,-3.898,4.002,1974.55,0
7801,4.482,-3.499,-1.89,-2.711,-3.72,-1.709,3.586,2.271,-1.25,-4.734,987.18,0
162349,3.693,-3.613,-2.851,-2.403,-2.582,-2.233,2.229,-4.271,-0.334,2.692,1246.96,0
115801,-4.239,-1.216,-4.301,3.983,2.983,2.888,1.029,1.686,-2.803,3.643,3043.65,0
154422,-1.777,1.692,-2.59,-0.353,3.289,-4.685,0.07,1.085,0.979,-4.617,4962.35,0
162503,-4.256,-4.618,2.973,1.08,4.744,-0.283,1.52,2.711,-0.23,-0.72,3768.08,0
45884,1.991,0.376,-2.429,-1.192,-1.373,4.306,3.836,-2.742,-0.332,4.17,4260,0
13189,4.841,-4.737,-2.173,3.845,-0.792,4.354,2,1.762,-0.952,-1.41,2012.75,0
94801,3.45,1.255,-3.491,0.526,-4.939,0.628,-1.36,2.185,-2.007,1.065,470.97,0
107620,-2.622,3.381,2.887,0.534,-3.662,-3.147,-2.75,4.063,2.197,1.496,896.38,0
36741,2.919,4.875,-0.645,-4.659,-0.712,-4.085,-3.718,-2.6,2.988,-3.322,2838.23,0
17716,1.177,-1.145,-0.931,1.735,-2.864,-0.408,2.673,0.407,4.424,4.549,3841.26,0
81574,3.48,0.708,-4.088,4.42,-3.623,-1.185,0.149,3.439,3.568,3.89,2499.75,0
56519,-1.66,4.663,-4.438,-1.208,-2.459,3.208,-0.148,4.909,-1.459,4.402,3343.29,0
128696,2.037,4.635,4.274,2.647,-1.771,4.864,-1.066,0.639,-0.678,2.306,4757.64,0
3979,-2.303,-0.835,-1.192,-1.305,0.041,-4.128,3.155,2.346,1.14,-0.051,1072.54,0
28516,-3.762,4.56,0.393,-2.341,-4.717,-3.15,3.731,-1.635,3.105,-4.561,433.3,0
16802,4.683,0.873,4.767,0.002,2.158,2.582,2.366,-3.222,-3.209,-1.745,642.94,0
704,-1.763,4.564,-2.768,-4.83,0.811,-4.107,4.084,3.065,-4.722,4.961,1033.14,0
118054,-3.748,-4.33,-3.227,-4.092,1.277,1.255,-0.874,3.337,0.736,-0.188,3883.4,0
16699,2.299,-3.748,1.553,-3.703,1.994,-1.061,-4.775,0.502,3.277,-4.934,3638.41,0
125517,2.772,-4.465,-3.912,0.576,-0.314,-0.559,4.796,0.995,-4.654,3.596,2251.02,0
132966,-2.274,2.956,3.634,-3.692,-1.564,3.718,-2.237,3.486,-1.174,4.424,1477.31,0
2813,2.211,-4.237,0.394,-0.079,-2.041,-3.51,0.278,0.355,-1.706,-1.431,3383.72,0
54879,2.194,-2.777,3.746,-2.522,-4.36,4.876,-1.766,-2.433,-0.855,-2.009,3611.37,0
151778,-3.9,-0.109,-3.855,-4.913,2.158,-1.753,1.327,-4.649,2.927,-4.531,4731.78,0
32469,3.742,-4.084,3.186,-4.977,0.117,1.374,3.967,-2.407,1.612,-2.697,3402.44,0
127795,4.606,2.201,-4.402,-4.848,-3.868,1.105,4.331,-3.226,4.157,-2.675,4979.25,0
95363,2.768,1.769,2.961,-4.347,-0.558,0.55,-0.032,-0.004,-1.838,-0.986,3839.6,0
136776,-4.72,-3.265,3.047,2.425,3.701,4.033,-0.001,0.087,-2.857,3.874,4061.67,0
86686,-4.27,-4.454,-1.328,-3.294,-3.953,0.846,2.595,2.193,3.732,0.393,3681.44,0
134170,-2.512,0.648,0.452,3.989,-3.329,-1.613,1.021,0.291,-2.533,-1.552,1548.6,0
141284,-3.386,error,4.749,-3.366,2.444,-2.204,-0.289,2.373,-3.768,4.106,381.18,0
130507,-1.317,-3.58,-3.5,-2.717,3.968,-3.248,-4.811,0.305,3.436,-3.797,1874.4,0
46170,-2.487,2.41,1.835,1.507,-3.644,-1.554,-2.898,-2.845,-4.297,-3.589,4793.86,0
86037,-0.336,4.393,2.851,-1.449,-4.132,-2.378,-0.239,3.609,2.357,1.189,2849.91,0
129154,-3.02,2.477,2.842,-2.235,-0.871,0.025,-0.024,-0.01,-0.565,-2.366,2506.69,0
16952,-3.901,2.735,-2.343,-0.905,4.435,2.558,3.009,-1.859,2.455,1.68,391.04,0
1683,-0.628,1.745,2.317,-1.675,3.674,-0.21,-0.338,-1.992,-3.692,0.67,3190.38,0
149423,-4.29,3.907,2.328,2.235,0.533,1.526,-3.106,1.356,1.936,-0.326,1561.71,0
57573,-4.125,-4.28,-1.24,-2.06,2.538,4.911,-4.938,-0.689,-0.575,4.798,826.4,0
29787,-2.931,-4.807,-1.916,1.404,4.599,-0.595,-3.202,-0.223,-2.712,2.476,3393.97,0
172787,-2.213,4.992,3.786,-0.502,-3.071,-2.832,-4.406,-3.443,-0.457,3.841,2058.17,0
137796,2.356,-3.593,-0.598,-4.674,0.065,2.761,-1.513,0.458,-2.608,-1.502,1529.65,0
36709,-0.212,2.435,-3.773,2.647,-4.054,4.973,1.541,-3.79,-3.892,-1.211,3399.59,0
83089,3.836,-3.944,4.986,-0.118,4.025,0.274,1.636,4.36,-4.169,2.717,1723.63,0
2730,-4.993,2.904,4.741,0.28,4.029,-4.708,-1.606,1.598,1.979,-4.215,452.82,0
93939,-1.882,0.492,4.235,0.65,-4.282,-2.768,3.639,-0.795,-1.448,2.293,3612.68,0
35807,1.635,4.627,2.345,0.061,3.381,-1.658,3.994,4.773,3.354,1.654,942.12,0
112814,3.057,0.736,-0.643,2.971,-3.085,4.815,-0.475,-3.721,3.043,2.052,2627.39,0
23609,4.861,4.982,-4.217,3.738,1.315,1.375,1.361,-2.957,-1.991,4.321,1509.91,0
110672,-3.057,3.773,0.636,-0.667,-4.03,1.948,-4.413,-3.182,-3.914,-2.183,113.49,0
130736,3.861,4.15,-2.465,1.401,-4.267,4.44,-0.346,1.719,-0.844,3.548,927.38,0
47091,2.572,-3.51,0.812,3.171,2.117,0.769,4.41,-3.927,3.244,-4.32,89.65,0
56529,,4.039,4.838,0.433,-3.666,3.906,4.984,3.583,-1.37,3.052,3222.06,0
64818,1.499,1.886,4.214,3.944,-0.01,1.816,2.062,1.662,-1.115,-4.032,2047.81,0
87195,1.705,3.694,-2.628,2.215,1.617,-1.789,1.33,-0.361,-0.09,0.209,542.97,0
71083,1.317,-1.636,-0.376,-0.617,-2.677,-2.135,3.097,1.017,-2.136,-3.589,4385.32,0
154354,4.433,-0.041,-3.93,3.26,-2.494,1.822,1.121,2.89,1.164,4.108,782.14,0
160232,1.026,-4.556,-0.134,-4.067,2.702,2.384,4.367,0.049,-0.615,3.026,4400.83,0
31648,4.971,4.431,4.644,-2.687,-1.183,4.693,-1.907,-2.957,-4.952,-0.494,2192.4,0
97780,4.31,2.329,-0.503,3.032,4.048,1.568,3.818,-0.514,-1.105,-0.225,554.9,0
58591,4.274,1.197,2.897,3.737,-4.099,-2.456,0.802,-3.45,1.681,1.304,1095.41,0
169604,-0.336,-4.108,-4.481,4.629,-3.615,-1.23,-1.555,-3.987,-4.325,-3.811,4378.47,0
9576,1.795,2.031,3.757,3.642,1.912,-0.92,3.182,2.202,-0.787,1.272,4628.99,0
163594,4.733,3.233,-1.1,-0.322,-4.617,-4.196,3.063,-1.366,-2.308,-4.533,1901.87,0
162500,4.171,1.504,3.719,-1.32,2.781,2.463,3.798,-0.338,2.026,1.449,3144.99,0
149934,3.355,-0.829,-3.532,1.957,-4.798,-0.795,0.02,-0.011,-4.543,4.316,758.61,0
148031,-3.467,-1.679,-0.089,-4.674,-0.267,0.283,4.45,-4.887,-0.686,-1.717,4877.84,0
98047,-3.742,0.7,-0.779,4.88,-1.88,3.19,-3.042,3.191,-4.823,-0.078,3393.23,0
165455,-1.026,3.316,3.468,-0.734,2.493,-3.392,0.755,2.9,4.182,3.439,1422.61,0
151265,-3.532,-3.23,2.214,-4.302,3.207,-2.522,2.103,0.885,1.663,1.213,990.54,0
133514,-3.108,-4.933,-1.821,-1.982,-0.52,0.107,-4.133,1.249,0.633,-2.014,160.05,0
166364,-3.489,-0.749,3.513,-4.196,-4.091,0.607,-2.714,-1.388,-4.795,3.431,440.33,0
158882,-4.148,-1.006,-1.131,-4.295,-4.007,1.385,-4.854,-1.932,0.715,-1.327,3833.61,0
67049,-4.893,3.916,3.213,4.69,-4.231,-3.003,-1.233,-2.385,-4.392,-3.411,4927.94,0
96508,-3.128,-0.835,2.16,-4.417,-0.419,-3.787,-0.107,-4.28,-1.783,-1.56,3271.35,0
46518,1.306,2.962,-2.854,-4.205,-3.946,2.841,0.319,1.387,-0.676,-1.55,3913.49,0
171965,-0.023,-1.309,4.665,-1.424,1.469,-0.878,-3.929,-3.079,-2.358,-1.626,2637.35,0
13924,2.342,-0.27,-2.337,-2.511,4.79,1.766,3.335,-1.375,-2.677,0.432,3803.77,0
130862,-4.429,-3.79,4.579,-4.005,-1.301,-1.205,-0.795,-3.859,-3.549,-0.123,4.75,0
140139,1.567,-0.573,0.727,-1.575,0.704,-0.401,-0.112,3.105,-1.63,4.784,1848.46,1
60569,3.3,2.737,-4.342,-1.557,0.247,-4.882,1.576,-2.395,-1.482,-3.032,713.55,0
55229,-2.425,-3.074,-4.772,2.096,-1.074,-3.842,-1.152,-1.006,4.726,1.731,4325.69,0
137376,-0.444,-3.688,-4.786,-1.126,2.332,-2.899,-3.323,-4.015,-1.636,-4.559,4754.16,0
127322,-1.631,2.941,0.669,-0.054,2.183,0.917,3.855,3.263,-3.206,2.599,3468.88,0
63750,3.622,2.954,-2.37,3.222,-4.999,-1.956,2.145,-0.696,2.118,-4.456,2632.94,0
80663,-0.187,-0.428,3.459,-4.834,-1.845,1.116,4.723,1.271,3.747,-3.813,2561.17,0
31555,1.431,2.021,0.477,1.508,1.404,-3.166,1.338,-1.118,-0.73,3.711,2284.9,0
142482,4.3,1.56,-0.797,4.771,3.84,-2.271,4.962,-4.084,-2.948,4.464,199.98,0
76664,-2.961,0.922,-1.885,-2.62,-2.366,-0.222,3.391,3.007,-2.28,-4.86,1573.96,0
26341,1.516,0.675,-3.785,3.471,1.807,-0.204,-2.557,4.078,3.15,-3.036,1105.79,0
10972,2.287,-2.444,-1.33,-2.119,-3.665,-2.147,-3.576,4.987,-0.245,0.513,4655.92,0
12421,-4.671,-1.086,4.029,-0.526,-1.541,-2.748,2.184,2.902,4.767,4.816,?,0
40066,-2.791,4.827,0.088,1.574,1.701,1.425,-3.71,1.449,-1.385,4.169,4536.92,0
149199,-1.745,1.351,-0.717,2.494,1.942,-3.102,3.622,4.339,-2.786,4.145,1722.14,0
85396,-2.225,-0.316,1.2,0.152,-3.287,2.34,0.804,3.627,2.868,-2.066,809.26,0
162803,-2.632,-2.68,1.384,0.499,4.514,2.549,-0.387,3.235,-1.48,1.954,4688.16,0
5662,0.011,1.043,0.809,-0.149,2.332,-2.088,-4.981,3.024,0.763,-3.477,1623.33,0
60479,3.322,4.63,-4.445,-2.172,-0.542,-3.329,-1.427,-3.421,-3.424,-2.953,4938.49,0
151175,1.517,3.011,1.427,-0.023,-1.712,1.14,-4.525,-2.423,-0.818,1.835,2889.29,0
158643,-2.283,3.677,4.333,0.25,4.147,4.432,-0.807,-0.099,3.338,-0.717,2012.66,0
33504,4.118,4.261,4.335,-4.713,-2.359,3.595,-0.229,1.093,3.69,-2.742,838.26,0
21334,-0.583,-1.149,2.45,-4.307,-4.1,-2.829,1.612,4.618,-4.64,-2.513,2257.17,0
10375,1.254,-2.846,1.879,-1.557,-3.921,-4.51,-2.997,-2.641,4.617,-4.066,1736.95,0
81244,-4.53,4.956,0.439,-3.795,-0.1,-4.239,1.858,2.299,1.271,4.699,801.02,0
76295,3.979,-2.732,-4.615,3.416,-4.335,1.546,-2.801,-2.875,-1.42,-1.261,645.48,0
158983,-0.863,-1.248,1.978,1.536,-3.002,-4.548,3.529,2.434,-3.545,3.597,2824.38,0
155820,-4.78,2.482,2.501,3.806,4.133,4.007,1.354,-4.664,-3.825,-2.079,3812.47,0
124486,-1.271,-0.448,-1.054,-1.655,2.517,1.137,-3.351,-3.112,3.045,2.355,904.5,0
9053,-4.193,3.565,1.648,-2.999,4.791,3.623,3.53,-4.836,0.993,3.101,2798.29,0
117870,2.139,-3.558,-3.805,1.023,2.58,-0.786,3.849,1.913,-0.062,-3.718,3198.21,1
146729,-3.029,2.628,4.088,0.84,-4.275,3.267,-0.525,4.617,-2.816,3.689,1870.18,0
13380,-3.381,-3.842,-0.975,1.743,2.52,0.993,4.53,2.032,1.63,4.048,4073.18,0
19356,0.424,2.032,3.563,2.645,-1.286,-0.693,3.606,-2.473,0.855,4.557,586.75,0
70074,-4.551,1.981,-2.639,4.817,-0.622,1.119,1.32,-3.736,-0.984,-3.067,859.92,0
128944,2.634,-3.605,-3.611,4.754,-0.384,-4.561,-2.054,-4.832,-3.705,4.71,1815.91,0
20343,4.882,-1.288,-2.57,-1.628,-2.428,2.849,-1.961,2.502,2.087,0.763,37.39,0
64494,0.677,4.98,1.68,-1.979,-0.343,4.071,0.748,1.093,-0.896,0.505,1156.96,0
